C,R,WN,ConversionGain,NoiseFigure,VoltageSwing
2.4e-11,9000.0,9e-06,-11.81,8.466,0.00163
2.4e-11,9000.0,9.5e-06,-11.77,8.478,0.00168
2.4e-11,9000.0,1.05e-05,-11.49,8.411,0.00178
2.4e-11,9000.0,1.1e-05,-11.28,8.314,0.00183
2.4e-11,9000.0,1.15e-05,-11.1,8.18,0.00188
2.4e-11,9000.0,1.2e-05,-10.94,8.032,0.00193
2.4e-11,9000.0,1.25e-05,-10.81,7.91,0.00197
2.4e-11,9000.0,1.3e-05,-10.77,7.88,0.00202
2.4e-11,9000.0,1.35e-05,-10.75,7.878,0.00206
2.4e-11,9000.0,1.4e-05,-10.72,7.867,0.0021
2.4e-11,9000.0,1.45e-05,-10.67,7.83,0.00214
2.4e-11,9000.0,1.5e-05,-10.59,7.767,0.00218
2.4e-11,9000.0,1.55e-05,-10.5,7.682,0.00222
2.4e-11,9000.0,1.6e-05,-10.38,7.588,0.00226
2.4e-11,9000.0,1.65e-05,-10.23,7.489,0.00229
2.4e-11,9000.0,1.7e-05,-10.03,7.375,0.00233
2.4e-11,9000.0,1.75e-05,-9.81,7.233,0.00236
2.4e-11,9000.0,1.8e-05,-9.63,7.109,0.0024
2.4e-11,9000.0,1.85e-05,-9.51,6.973,0.00243
2.4e-11,9000.0,1.9e-05,-9.41,6.839,0.00246
2.4e-11,9000.0,1.95e-05,-9.31,6.727,0.00249
2.4e-11,9000.0,2e-05,-9.22,6.635,0.00252
2.4e-11,9000.0,2.05e-05,-9.13,6.552,0.00254
2.4e-11,9000.0,2.1e-05,-9.03,6.475,0.00257
2.4e-11,9000.0,2.15e-05,-8.94,6.402,0.00259
2.4e-11,9000.0,2.2e-05,-8.86,6.33,0.00261
2.4e-11,9000.0,2.25e-05,-8.77,6.262,0.00263
2.4e-11,9000.0,2.3e-05,-8.69,6.197,0.00265
2.4e-11,9000.0,2.35e-05,-8.61,6.137,0.00267
2.4e-11,9000.0,2.4e-05,-8.53,6.081,0.00269
2.4e-11,9000.0,2.45e-05,-8.45,6.016,0.0027
2.4e-11,9000.0,2.5e-05,-8.38,5.972,0.00271
2.4e-11,9000.0,2.55e-05,-8.31,5.934,0.00272
2.4e-11,9000.0,2.6e-05,-8.24,5.902,0.00273
2.4e-11,9000.0,2.65e-05,-8.18,5.878,0.00274
2.4e-11,9000.0,2.7e-05,-8.11,5.862,0.00274
2.4e-11,9000.0,2.75e-05,-8.06,5.855,0.00275
2.4e-11,9000.0,2.8e-05,-8.0,5.856,0.00275
2.4e-11,9000.0,2.85e-05,-7.96,5.864,0.00275
2.4e-11,9000.0,2.9e-05,-7.93,5.876,0.00275
2.4e-11,9000.0,2.95e-05,-7.9,5.889,0.00275
2.4e-11,10000.0,1e-05,-11.67,8.459,0.00173
2.4e-11,10000.0,5e-06,-13.22,8.881,0.00114
2.4e-11,10000.0,5.5e-06,-12.87,8.74,0.00121
2.4e-11,10000.0,6e-06,-12.57,8.616,0.00128
2.4e-11,10000.0,6.5e-06,-12.32,8.513,0.00134
2.4e-11,10000.0,7e-06,-12.14,8.455,0.0014
2.4e-11,10000.0,7.5e-06,-12.0,8.415,0.00146
2.4e-11,10000.0,8e-06,-11.92,8.417,0.00152
2.4e-11,10000.0,8.5e-06,-11.86,8.436,0.00158
2.4e-11,10000.0,9e-06,-11.81,8.457,0.00163
2.4e-11,10000.0,9.5e-06,-11.76,8.47,0.00168
2.4e-11,10000.0,1.05e-05,-11.49,8.404,0.00178
2.4e-11,10000.0,1.1e-05,-11.28,8.307,0.00183
2.4e-11,10000.0,1.15e-05,-11.1,8.173,0.00188
2.4e-11,10000.0,1.2e-05,-10.93,8.025,0.00193
2.4e-11,10000.0,1.25e-05,-10.81,7.903,0.00197
2.4e-11,10000.0,1.3e-05,-10.76,7.873,0.00202
2.4e-11,10000.0,1.35e-05,-10.74,7.871,0.00206
2.4e-11,10000.0,1.4e-05,-10.72,7.86,0.0021
2.4e-11,10000.0,1.45e-05,-10.66,7.823,0.00214
2.4e-11,10000.0,1.5e-05,-10.58,7.76,0.00218
2.4e-11,10000.0,1.55e-05,-10.5,7.675,0.00222
2.4e-11,10000.0,1.6e-05,-10.38,7.581,0.00226
2.4e-11,10000.0,1.65e-05,-10.23,7.482,0.00229
2.4e-11,10000.0,1.7e-05,-10.03,7.369,0.00233
2.4e-11,10000.0,1.75e-05,-9.8,7.226,0.00236
2.4e-11,10000.0,1.8e-05,-9.63,7.103,0.0024
2.4e-11,10000.0,1.85e-05,-9.51,6.966,0.00243
2.4e-11,10000.0,1.9e-05,-9.4,6.833,0.00246
2.4e-11,10000.0,1.95e-05,-9.31,6.721,0.00249
2.4e-11,10000.0,2e-05,-9.22,6.628,0.00252
2.4e-11,10000.0,2.05e-05,-9.12,6.546,0.00254
2.4e-11,10000.0,2.1e-05,-9.03,6.469,0.00257
2.4e-11,10000.0,2.15e-05,-8.94,6.396,0.00259
2.4e-11,10000.0,2.2e-05,-8.86,6.324,0.00261
2.4e-11,10000.0,2.25e-05,-8.77,6.256,0.00263
2.4e-11,10000.0,2.3e-05,-8.68,6.191,0.00265
2.4e-11,10000.0,2.35e-05,-8.6,6.131,0.00267
2.4e-11,10000.0,2.4e-05,-8.53,6.075,0.00269
2.4e-11,10000.0,2.45e-05,-8.45,6.01,0.0027
2.4e-11,10000.0,2.5e-05,-8.38,5.966,0.00271
2.4e-11,10000.0,2.55e-05,-8.31,5.928,0.00272
2.4e-11,10000.0,2.6e-05,-8.24,5.896,0.00273
2.4e-11,10000.0,2.65e-05,-8.17,5.872,0.00274
2.4e-11,10000.0,2.7e-05,-8.11,5.856,0.00274
2.4e-11,10000.0,2.75e-05,-8.05,5.849,0.00275
2.4e-11,10000.0,2.8e-05,-8.0,5.851,0.00275
2.4e-11,10000.0,2.85e-05,-7.96,5.859,0.00275
2.4e-11,10000.0,2.9e-05,-7.92,5.87,0.00275
2.4e-11,10000.0,2.95e-05,-7.9,5.883,0.00275
2.4e-11,11000.0,1e-05,-11.67,8.452,0.00173
2.4e-11,11000.0,5e-06,-13.22,8.87,0.00114
2.4e-11,11000.0,5.5e-06,-12.86,8.73,0.00121
2.4e-11,11000.0,6e-06,-12.56,8.606,0.00128
2.4e-11,11000.0,6.5e-06,-12.32,8.504,0.00134
2.4e-11,11000.0,7e-06,-12.14,8.447,0.0014
2.4e-11,11000.0,7.5e-06,-12.0,8.407,0.00146
2.4e-11,11000.0,8e-06,-11.91,8.41,0.00152
2.4e-11,11000.0,8.5e-06,-11.86,8.429,0.00158
2.4e-11,11000.0,9e-06,-11.81,8.45,0.00163
2.4e-11,11000.0,9.5e-06,-11.76,8.463,0.00168
2.4e-11,11000.0,1.05e-05,-11.49,8.397,0.00178
2.4e-11,11000.0,1.1e-05,-11.27,8.301,0.00183
2.4e-11,11000.0,1.15e-05,-11.09,8.167,0.00188
2.4e-11,11000.0,1.2e-05,-10.93,8.019,0.00193
2.4e-11,11000.0,1.25e-05,-10.81,7.897,0.00197
2.4e-11,11000.0,1.3e-05,-10.76,7.867,0.00202
2.4e-11,11000.0,1.35e-05,-10.74,7.866,0.00206
2.4e-11,11000.0,1.4e-05,-10.71,7.854,0.0021
2.4e-11,11000.0,1.45e-05,-10.66,7.818,0.00214
2.4e-11,11000.0,1.5e-05,-10.58,7.755,0.00218
2.4e-11,11000.0,1.55e-05,-10.49,7.67,0.00222
2.4e-11,11000.0,1.6e-05,-10.38,7.576,0.00226
2.4e-11,11000.0,1.65e-05,-10.23,7.477,0.00229
2.4e-11,11000.0,1.7e-05,-10.02,7.364,0.00233
2.4e-11,11000.0,1.75e-05,-9.8,7.221,0.00236
2.4e-11,11000.0,1.8e-05,-9.63,7.098,0.0024
2.4e-11,11000.0,1.85e-05,-9.5,6.961,0.00243
2.4e-11,11000.0,1.9e-05,-9.4,6.828,0.00246
2.4e-11,11000.0,1.95e-05,-9.31,6.716,0.00249
2.4e-11,11000.0,2e-05,-9.21,6.623,0.00252
2.4e-11,11000.0,2.05e-05,-9.12,6.541,0.00254
2.4e-11,11000.0,2.1e-05,-9.03,6.464,0.00257
2.4e-11,11000.0,2.15e-05,-8.94,6.391,0.00259
2.4e-11,11000.0,2.2e-05,-8.85,6.319,0.00261
2.4e-11,11000.0,2.25e-05,-8.77,6.251,0.00264
2.4e-11,11000.0,2.3e-05,-8.68,6.186,0.00265
2.4e-11,11000.0,2.35e-05,-8.6,6.126,0.00267
2.4e-11,11000.0,2.4e-05,-8.52,6.07,0.00269
2.4e-11,11000.0,2.45e-05,-8.45,6.005,0.0027
2.4e-11,11000.0,2.5e-05,-8.37,5.961,0.00271
2.4e-11,11000.0,2.55e-05,-8.3,5.923,0.00272
2.4e-11,11000.0,2.6e-05,-8.24,5.892,0.00273
2.4e-11,11000.0,2.65e-05,-8.17,5.867,0.00274
2.4e-11,11000.0,2.7e-05,-8.11,5.851,0.00274
2.4e-11,11000.0,2.75e-05,-8.05,5.844,0.00275
2.4e-11,11000.0,2.8e-05,-8.0,5.846,0.00275
2.4e-11,11000.0,2.85e-05,-7.95,5.854,0.00275
2.4e-11,11000.0,2.9e-05,-7.92,5.866,0.00275
2.4e-11,11000.0,2.95e-05,-7.9,5.878,0.00275
2.4e-11,12000.0,1e-05,-11.67,8.447,0.00173
2.4e-11,12000.0,5e-06,-13.22,8.862,0.00114
2.4e-11,12000.0,5.5e-06,-12.86,8.722,0.00121
2.4e-11,12000.0,6e-06,-12.56,8.599,0.00128
2.4e-11,12000.0,6.5e-06,-12.31,8.497,0.00134
2.4e-11,12000.0,7e-06,-12.14,8.44,0.0014
2.4e-11,12000.0,7.5e-06,-11.99,8.4,0.00146
2.4e-11,12000.0,8e-06,-11.91,8.403,0.00152
2.4e-11,12000.0,8.5e-06,-11.85,8.423,0.00158
2.4e-11,12000.0,9e-06,-11.81,8.444,0.00163
2.4e-11,12000.0,9.5e-06,-11.76,8.457,0.00168
2.4e-11,12000.0,1.05e-05,-11.48,8.392,0.00178
2.4e-11,12000.0,1.1e-05,-11.27,8.295,0.00183
2.4e-11,12000.0,1.15e-05,-11.09,8.162,0.00188
2.4e-11,12000.0,1.2e-05,-10.93,8.014,0.00193
2.4e-11,12000.0,1.25e-05,-10.8,7.892,0.00197
2.4e-11,12000.0,1.3e-05,-10.76,7.862,0.00202
2.4e-11,12000.0,1.35e-05,-10.74,7.861,0.00206
2.4e-11,12000.0,1.4e-05,-10.71,7.85,0.0021
2.4e-11,12000.0,1.45e-05,-10.66,7.813,0.00214
2.4e-11,12000.0,1.5e-05,-10.58,7.75,0.00218
2.4e-11,12000.0,1.55e-05,-10.49,7.665,0.00222
2.4e-11,12000.0,1.6e-05,-10.38,7.572,0.00226
2.4e-11,12000.0,1.65e-05,-10.22,7.473,0.00229
2.4e-11,12000.0,1.7e-05,-10.02,7.359,0.00233
2.4e-11,12000.0,1.75e-05,-9.8,7.217,0.00236
2.4e-11,12000.0,1.8e-05,-9.63,7.094,0.0024
2.4e-11,12000.0,1.85e-05,-9.5,6.957,0.00243
2.4e-11,12000.0,1.9e-05,-9.4,6.824,0.00246
2.4e-11,12000.0,1.95e-05,-9.3,6.712,0.00249
2.4e-11,12000.0,2e-05,-9.21,6.619,0.00252
2.4e-11,12000.0,2.05e-05,-9.12,6.536,0.00254
2.4e-11,12000.0,2.1e-05,-9.03,6.459,0.00257
2.4e-11,12000.0,2.15e-05,-8.94,6.386,0.00259
2.4e-11,12000.0,2.2e-05,-8.85,6.315,0.00261
2.4e-11,12000.0,2.25e-05,-8.76,6.247,0.00264
2.4e-11,12000.0,2.3e-05,-8.68,6.182,0.00265
2.4e-11,12000.0,2.35e-05,-8.6,6.122,0.00267
2.4e-11,12000.0,2.4e-05,-8.52,6.066,0.00269
2.4e-11,12000.0,2.45e-05,-8.44,6.001,0.0027
2.4e-11,12000.0,2.5e-05,-8.37,5.957,0.00271
2.4e-11,12000.0,2.55e-05,-8.3,5.919,0.00272
2.4e-11,12000.0,2.6e-05,-8.23,5.887,0.00273
2.4e-11,12000.0,2.65e-05,-8.17,5.863,0.00274
2.4e-11,12000.0,2.7e-05,-8.11,5.847,0.00274
2.4e-11,12000.0,2.75e-05,-8.05,5.84,0.00275
2.4e-11,12000.0,2.8e-05,-8.0,5.842,0.00275
2.4e-11,12000.0,2.85e-05,-7.95,5.85,0.00275
2.4e-11,12000.0,2.9e-05,-7.92,5.862,0.00275
2.4e-11,12000.0,2.95e-05,-7.9,5.874,0.00275
2.4e-11,13000.0,1e-05,-11.66,8.442,0.00173
2.4e-11,13000.0,5e-06,-13.21,8.854,0.00114
2.4e-11,13000.0,5.5e-06,-12.86,8.715,0.00121
2.4e-11,13000.0,6e-06,-12.56,8.592,0.00128
2.4e-11,13000.0,6.5e-06,-12.31,8.491,0.00134
2.4e-11,13000.0,7e-06,-12.13,8.434,0.0014
2.4e-11,13000.0,7.5e-06,-11.99,8.395,0.00146
2.4e-11,13000.0,8e-06,-11.91,8.398,0.00152
2.4e-11,13000.0,8.5e-06,-11.85,8.417,0.00158
2.4e-11,13000.0,9e-06,-11.8,8.439,0.00163
2.4e-11,13000.0,9.5e-06,-11.76,8.452,0.00168
2.4e-11,13000.0,1.05e-05,-11.48,8.387,0.00178
2.4e-11,13000.0,1.1e-05,-11.27,8.291,0.00183
2.4e-11,13000.0,1.15e-05,-11.09,8.158,0.00188
2.4e-11,13000.0,1.2e-05,-10.93,8.009,0.00193
2.4e-11,13000.0,1.25e-05,-10.8,7.888,0.00197
2.4e-11,13000.0,1.3e-05,-10.76,7.858,0.00202
2.4e-11,13000.0,1.35e-05,-10.74,7.857,0.00206
2.4e-11,13000.0,1.4e-05,-10.71,7.846,0.0021
2.4e-11,13000.0,1.45e-05,-10.66,7.809,0.00214
2.4e-11,13000.0,1.5e-05,-10.58,7.746,0.00218
2.4e-11,13000.0,1.55e-05,-10.49,7.661,0.00222
2.4e-11,13000.0,1.6e-05,-10.37,7.568,0.00226
2.4e-11,13000.0,1.65e-05,-10.22,7.469,0.00229
2.4e-11,13000.0,1.7e-05,-10.02,7.356,0.00233
2.4e-11,13000.0,1.75e-05,-9.8,7.213,0.00236
2.4e-11,13000.0,1.8e-05,-9.63,7.09,0.0024
2.4e-11,13000.0,1.85e-05,-9.5,6.953,0.00243
2.4e-11,13000.0,1.9e-05,-9.4,6.82,0.00246
2.4e-11,13000.0,1.95e-05,-9.3,6.708,0.00249
2.4e-11,13000.0,2e-05,-9.21,6.615,0.00252
2.4e-11,13000.0,2.05e-05,-9.12,6.533,0.00254
2.4e-11,13000.0,2.1e-05,-9.02,6.456,0.00257
2.4e-11,13000.0,2.15e-05,-8.93,6.383,0.00259
2.4e-11,13000.0,2.2e-05,-8.85,6.311,0.00262
2.4e-11,13000.0,2.25e-05,-8.76,6.243,0.00264
2.4e-11,13000.0,2.3e-05,-8.68,6.179,0.00266
2.4e-11,13000.0,2.35e-05,-8.6,6.118,0.00267
2.4e-11,13000.0,2.4e-05,-8.52,6.062,0.00269
2.4e-11,13000.0,2.45e-05,-8.44,5.998,0.0027
2.4e-11,13000.0,2.5e-05,-8.37,5.953,0.00271
2.4e-11,13000.0,2.55e-05,-8.3,5.915,0.00272
2.4e-11,13000.0,2.6e-05,-8.23,5.884,0.00273
2.4e-11,13000.0,2.65e-05,-8.17,5.86,0.00274
2.4e-11,13000.0,2.7e-05,-8.1,5.843,0.00274
2.4e-11,13000.0,2.75e-05,-8.05,5.837,0.00275
2.4e-11,13000.0,2.8e-05,-7.99,5.838,0.00275
2.4e-11,13000.0,2.85e-05,-7.95,5.847,0.00275
2.4e-11,13000.0,2.9e-05,-7.92,5.859,0.00275
2.4e-11,13000.0,2.95e-05,-7.89,5.871,0.00275
2.4e-11,14000.0,1e-05,-11.66,8.438,0.00174
2.4e-11,14000.0,5e-06,-13.21,8.848,0.00114
2.4e-11,14000.0,5.5e-06,-12.86,8.709,0.00121
2.4e-11,14000.0,6e-06,-12.56,8.587,0.00128
2.4e-11,14000.0,6.5e-06,-12.31,8.486,0.00134
2.4e-11,14000.0,7e-06,-12.13,8.429,0.0014
2.4e-11,14000.0,7.5e-06,-11.99,8.39,0.00146
2.4e-11,14000.0,8e-06,-11.91,8.393,0.00152
2.4e-11,14000.0,8.5e-06,-11.85,8.413,0.00158
2.4e-11,14000.0,9e-06,-11.8,8.435,0.00163
2.4e-11,14000.0,9.5e-06,-11.76,8.448,0.00168
2.4e-11,14000.0,1.05e-05,-11.48,8.383,0.00178
2.4e-11,14000.0,1.1e-05,-11.27,8.287,0.00183
2.4e-11,14000.0,1.15e-05,-11.09,8.154,0.00188
2.4e-11,14000.0,1.2e-05,-10.92,8.006,0.00193
2.4e-11,14000.0,1.25e-05,-10.8,7.884,0.00197
2.4e-11,14000.0,1.3e-05,-10.76,7.855,0.00202
2.4e-11,14000.0,1.35e-05,-10.74,7.853,0.00206
2.4e-11,14000.0,1.4e-05,-10.71,7.842,0.0021
2.4e-11,14000.0,1.45e-05,-10.65,7.806,0.00214
2.4e-11,14000.0,1.5e-05,-10.58,7.743,0.00218
2.4e-11,14000.0,1.55e-05,-10.49,7.658,0.00222
2.4e-11,14000.0,1.6e-05,-10.37,7.565,0.00226
2.4e-11,14000.0,1.65e-05,-10.22,7.466,0.00229
2.4e-11,14000.0,1.7e-05,-10.02,7.353,0.00233
2.4e-11,14000.0,1.75e-05,-9.8,7.21,0.00236
2.4e-11,14000.0,1.8e-05,-9.62,7.087,0.0024
2.4e-11,14000.0,1.85e-05,-9.5,6.95,0.00243
2.4e-11,14000.0,1.9e-05,-9.4,6.817,0.00246
2.4e-11,14000.0,1.95e-05,-9.3,6.705,0.00249
2.4e-11,14000.0,2e-05,-9.21,6.612,0.00252
2.4e-11,14000.0,2.05e-05,-9.12,6.53,0.00254
2.4e-11,14000.0,2.1e-05,-9.02,6.453,0.00257
2.4e-11,14000.0,2.15e-05,-8.93,6.38,0.00259
2.4e-11,14000.0,2.2e-05,-8.85,6.308,0.00262
2.4e-11,14000.0,2.25e-05,-8.76,6.24,0.00264
2.4e-11,14000.0,2.3e-05,-8.68,6.176,0.00265
2.4e-11,14000.0,2.35e-05,-8.6,6.115,0.00267
2.4e-11,14000.0,2.4e-05,-8.52,6.059,0.00269
2.4e-11,14000.0,2.45e-05,-8.44,5.995,0.0027
2.4e-11,14000.0,2.5e-05,-8.37,5.95,0.00271
2.4e-11,14000.0,2.55e-05,-8.3,5.912,0.00272
2.4e-11,14000.0,2.6e-05,-8.23,5.881,0.00273
2.4e-11,14000.0,2.65e-05,-8.17,5.857,0.00274
2.4e-11,14000.0,2.7e-05,-8.1,5.841,0.00274
2.4e-11,14000.0,2.75e-05,-8.04,5.834,0.00275
2.4e-11,14000.0,2.8e-05,-7.99,5.836,0.00275
2.4e-11,14000.0,2.85e-05,-7.95,5.844,0.00275
2.4e-11,14000.0,2.9e-05,-7.92,5.856,0.00275
2.4e-11,14000.0,2.95e-05,-7.89,5.868,0.00275
2.4e-11,15000.0,1e-05,-11.66,8.435,0.00173
2.4e-11,15000.0,5e-06,-13.21,8.843,0.00114
2.4e-11,15000.0,5.5e-06,-12.86,8.704,0.00121
2.4e-11,15000.0,6e-06,-12.56,8.582,0.00128
2.4e-11,15000.0,6.5e-06,-12.31,8.481,0.00134
2.4e-11,15000.0,7e-06,-12.13,8.425,0.0014
2.4e-11,15000.0,7.5e-06,-11.99,8.386,0.00146
2.4e-11,15000.0,8e-06,-11.91,8.389,0.00152
2.4e-11,15000.0,8.5e-06,-11.85,8.409,0.00158
2.4e-11,15000.0,9e-06,-11.8,8.431,0.00163
2.4e-11,15000.0,9.5e-06,-11.76,8.444,0.00168
2.4e-11,15000.0,1.05e-05,-11.48,8.38,0.00179
2.4e-11,15000.0,1.1e-05,-11.27,8.284,0.00183
2.4e-11,15000.0,1.15e-05,-11.09,8.151,0.00188
2.4e-11,15000.0,1.2e-05,-10.92,8.002,0.00193
2.4e-11,15000.0,1.25e-05,-10.8,7.881,0.00197
2.4e-11,15000.0,1.3e-05,-10.75,7.852,0.00202
2.4e-11,15000.0,1.35e-05,-10.74,7.85,0.00206
2.4e-11,15000.0,1.4e-05,-10.71,7.839,0.0021
2.4e-11,15000.0,1.45e-05,-10.65,7.803,0.00214
2.4e-11,15000.0,1.5e-05,-10.57,7.74,0.00218
2.4e-11,15000.0,1.55e-05,-10.49,7.655,0.00222
2.4e-11,15000.0,1.6e-05,-10.37,7.562,0.00226
2.4e-11,15000.0,1.65e-05,-10.22,7.463,0.00229
2.4e-11,15000.0,1.7e-05,-10.02,7.35,0.00233
2.4e-11,15000.0,1.75e-05,-9.79,7.208,0.00236
2.4e-11,15000.0,1.8e-05,-9.62,7.084,0.0024
2.4e-11,15000.0,1.85e-05,-9.5,6.947,0.00243
2.4e-11,15000.0,1.9e-05,-9.39,6.814,0.00246
2.4e-11,15000.0,1.95e-05,-9.3,6.702,0.00249
2.4e-11,15000.0,2e-05,-9.21,6.61,0.00252
2.4e-11,15000.0,2.05e-05,-9.11,6.527,0.00254
2.4e-11,15000.0,2.1e-05,-9.02,6.45,0.00257
2.4e-11,15000.0,2.15e-05,-8.93,6.377,0.00259
2.4e-11,15000.0,2.2e-05,-8.85,6.305,0.00262
2.4e-11,15000.0,2.25e-05,-8.76,6.237,0.00264
2.4e-11,15000.0,2.3e-05,-8.68,6.173,0.00266
2.4e-11,15000.0,2.35e-05,-8.59,6.113,0.00267
2.4e-11,15000.0,2.4e-05,-8.52,6.057,0.00269
2.4e-11,15000.0,2.45e-05,-8.44,5.992,0.0027
2.4e-11,15000.0,2.5e-05,-8.37,5.947,0.00271
2.4e-11,15000.0,2.55e-05,-8.3,5.91,0.00272
2.4e-11,15000.0,2.6e-05,-8.23,5.878,0.00273
2.4e-11,15000.0,2.65e-05,-8.16,5.854,0.00274
2.4e-11,15000.0,2.7e-05,-8.1,5.838,0.00275
2.4e-11,15000.0,2.75e-05,-8.04,5.831,0.00275
2.4e-11,15000.0,2.8e-05,-7.99,5.833,0.00275
2.4e-11,15000.0,2.85e-05,-7.95,5.841,0.00275
2.4e-11,15000.0,2.9e-05,-7.91,5.853,0.00275
2.4e-11,15000.0,2.95e-05,-7.89,5.866,0.00275
2.4e-11,16000.0,1e-05,-11.66,8.431,0.00174
2.4e-11,16000.0,5e-06,-13.21,8.838,0.00114
2.4e-11,16000.0,5.5e-06,-12.85,8.699,0.00121
2.4e-11,16000.0,6e-06,-12.56,8.578,0.00128
2.4e-11,16000.0,6.5e-06,-12.31,8.477,0.00134
2.4e-11,16000.0,7e-06,-12.13,8.421,0.0014
2.4e-11,16000.0,7.5e-06,-11.99,8.382,0.00146
2.4e-11,16000.0,8e-06,-11.9,8.386,0.00152
2.4e-11,16000.0,8.5e-06,-11.85,8.406,0.00158
2.4e-11,16000.0,9e-06,-11.8,8.428,0.00163
2.4e-11,16000.0,9.5e-06,-11.75,8.441,0.00168
2.4e-11,16000.0,1.05e-05,-11.48,8.377,0.00179
2.4e-11,16000.0,1.1e-05,-11.27,8.281,0.00183
2.4e-11,16000.0,1.15e-05,-11.08,8.148,0.00188
2.4e-11,16000.0,1.2e-05,-10.92,8.0,0.00193
2.4e-11,16000.0,1.25e-05,-10.8,7.879,0.00197
2.4e-11,16000.0,1.3e-05,-10.75,7.849,0.00202
2.4e-11,16000.0,1.35e-05,-10.73,7.848,0.00206
2.4e-11,16000.0,1.4e-05,-10.71,7.837,0.0021
2.4e-11,16000.0,1.45e-05,-10.65,7.8,0.00214
2.4e-11,16000.0,1.5e-05,-10.57,7.738,0.00218
2.4e-11,16000.0,1.55e-05,-10.49,7.653,0.00222
2.4e-11,16000.0,1.6e-05,-10.37,7.559,0.00226
2.4e-11,16000.0,1.65e-05,-10.22,7.461,0.0023
2.4e-11,16000.0,1.7e-05,-10.02,7.347,0.00233
2.4e-11,16000.0,1.75e-05,-9.79,7.205,0.00236
2.4e-11,16000.0,1.8e-05,-9.62,7.082,0.0024
2.4e-11,16000.0,1.85e-05,-9.5,6.945,0.00243
2.4e-11,16000.0,1.9e-05,-9.39,6.812,0.00246
2.4e-11,16000.0,1.95e-05,-9.3,6.7,0.00249
2.4e-11,16000.0,2e-05,-9.21,6.607,0.00252
2.4e-11,16000.0,2.05e-05,-9.11,6.525,0.00254
2.4e-11,16000.0,2.1e-05,-9.02,6.448,0.00257
2.4e-11,16000.0,2.15e-05,-8.93,6.375,0.00259
2.4e-11,16000.0,2.2e-05,-8.85,6.303,0.00262
2.4e-11,16000.0,2.25e-05,-8.76,6.235,0.00264
2.4e-11,16000.0,2.3e-05,-8.67,6.171,0.00266
2.4e-11,16000.0,2.35e-05,-8.59,6.11,0.00267
2.4e-11,16000.0,2.4e-05,-8.51,6.054,0.00269
2.4e-11,16000.0,2.45e-05,-8.44,5.99,0.0027
2.4e-11,16000.0,2.5e-05,-8.37,5.945,0.00271
2.4e-11,16000.0,2.55e-05,-8.3,5.907,0.00272
2.4e-11,16000.0,2.6e-05,-8.23,5.876,0.00273
2.4e-11,16000.0,2.65e-05,-8.16,5.852,0.00274
2.4e-11,16000.0,2.7e-05,-8.1,5.836,0.00275
2.4e-11,16000.0,2.75e-05,-8.04,5.829,0.00275
2.4e-11,16000.0,2.8e-05,-7.99,5.831,0.00275
2.4e-11,16000.0,2.85e-05,-7.95,5.839,0.00275
2.4e-11,16000.0,2.9e-05,-7.91,5.851,0.00275
2.4e-11,16000.0,2.95e-05,-7.89,5.864,0.00275
2.4e-11,17000.0,1e-05,-11.66,8.429,0.00174
2.4e-11,17000.0,5e-06,-13.21,8.833,0.00114
2.4e-11,17000.0,5.5e-06,-12.85,8.695,0.00121
2.4e-11,17000.0,6e-06,-12.55,8.574,0.00128
2.4e-11,17000.0,6.5e-06,-12.31,8.474,0.00134
2.4e-11,17000.0,7e-06,-12.13,8.417,0.0014
2.4e-11,17000.0,7.5e-06,-11.99,8.379,0.00146
2.4e-11,17000.0,8e-06,-11.9,8.383,0.00152
2.4e-11,17000.0,8.5e-06,-11.85,8.403,0.00158
2.4e-11,17000.0,9e-06,-11.8,8.425,0.00163
2.4e-11,17000.0,9.5e-06,-11.75,8.438,0.00168
2.4e-11,17000.0,1.05e-05,-11.48,8.374,0.00179
2.4e-11,17000.0,1.1e-05,-11.26,8.279,0.00183
2.4e-11,17000.0,1.15e-05,-11.08,8.145,0.00188
2.4e-11,17000.0,1.2e-05,-10.92,7.997,0.00193
2.4e-11,17000.0,1.25e-05,-10.8,7.876,0.00197
2.4e-11,17000.0,1.3e-05,-10.75,7.847,0.00202
2.4e-11,17000.0,1.35e-05,-10.73,7.845,0.00206
2.4e-11,17000.0,1.4e-05,-10.7,7.835,0.0021
2.4e-11,17000.0,1.45e-05,-10.65,7.798,0.00214
2.4e-11,17000.0,1.5e-05,-10.57,7.736,0.00218
2.4e-11,17000.0,1.55e-05,-10.49,7.651,0.00222
2.4e-11,17000.0,1.6e-05,-10.37,7.557,0.00226
2.4e-11,17000.0,1.65e-05,-10.22,7.459,0.0023
2.4e-11,17000.0,1.7e-05,-10.02,7.345,0.00233
2.4e-11,17000.0,1.75e-05,-9.79,7.203,0.00236
2.4e-11,17000.0,1.8e-05,-9.62,7.08,0.0024
2.4e-11,17000.0,1.85e-05,-9.5,6.943,0.00243
2.4e-11,17000.0,1.9e-05,-9.39,6.81,0.00246
2.4e-11,17000.0,1.95e-05,-9.3,6.698,0.00249
2.4e-11,17000.0,2e-05,-9.2,6.605,0.00252
2.4e-11,17000.0,2.05e-05,-9.11,6.523,0.00254
2.4e-11,17000.0,2.1e-05,-9.02,6.446,0.00257
2.4e-11,17000.0,2.15e-05,-8.93,6.373,0.00259
2.4e-11,17000.0,2.2e-05,-8.84,6.301,0.00262
